SEASON,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,E_DEF_RATING,DEF_RATING,DEF_RATING_RANK,PACE,POSS
2022-23,1610612761,Toronto Raptors,82,41,41,0.5,111.4,113.1,11,97.85,8076
2022-23,1610612762,Utah Jazz,82,37,45,0.451,113.8,116.0,23,101.02,8329
2022-23,1610612764,Washington Wizards,82,35,47,0.427,113.3,114.9,21,99.16,8161
2023-24,1610612737,Atlanta Hawks,82,36,46,0.439,116.7,118.4,27,100.84,8339
2023-24,1610612738,Boston Celtics,82,64,18,0.78,109.0,110.6,2,97.98,8090
2023-24,1610612751,Brooklyn Nets,82,32,50,0.39,113.1,115.4,20,97.56,8050
2023-24,1610612766,Charlotte Hornets,82,21,61,0.256,117.0,119.2,29,97.81,8047
2023-24,1610612741,Chicago Bulls,82,39,43,0.476,113.2,115.7,22,96.94,8078
2023-24,1610612739,Cleveland Cavaliers,82,48,34,0.585,109.9,112.1,7,97.62,8053
2023-24,1610612742,Dallas Mavericks,82,50,32,0.61,112.6,114.9,18,100.6,8263
2023-24,1610612743,Denver Nuggets,82,57,25,0.695,110.5,112.3,8,97.43,7996
2023-24,1610612765,Detroit Pistons,82,14,68,0.171,116.0,118.0,25,100.45,8269
2023-24,1610612744,Golden State Warriors,82,46,36,0.561,112.4,114.5,15,99.91,8261
2023-24,1610612745,Houston Rockets,82,41,41,0.5,110.7,112.8,10,99.59,8248
2023-24,1610612754,Indiana Pacers,82,47,35,0.573,115.5,117.6,24,102.16,8389
2023-24,1610612746,LA Clippers,82,51,31,0.622,112.3,114.6,16,97.93,8040
2023-24,1610612747,Los Angeles Lakers,82,47,35,0.573,112.7,114.8,17,101.38,8387
2023-24,1610612763,Memphis Grizzlies,82,27,55,0.329,111.7,113.7,12,98.68,8128
2023-24,1610612748,Miami Heat,82,46,36,0.561,109.5,111.5,5,96.88,7975
2023-24,1610612749,Milwaukee Bucks,82,49,33,0.598,112.8,115.0,19,100.51,8295
2023-24,1610612750,Minnesota Timberwolves,82,56,26,0.683,106.2,108.4,1,97.79,8081
2023-24,1610612740,New Orleans Pelicans,82,49,33,0.598,110.1,111.9,6,98.7,8101
2023-24,1610612752,New York Knicks,82,50,32,0.61,111.2,112.4,9,95.96,7883
2023-24,1610612760,Oklahoma City Thunder,82,57,25,0.695,109.1,111.0,4,100.85,8324
2023-24,1610612753,Orlando Magic,82,47,35,0.573,108.6,110.8,3,97.37,8022
2023-24,1610612755,Philadelphia 76ers,82,47,35,0.573,111.0,113.0,11,98.17,8090
2023-24,1610612756,Phoenix Suns,82,49,33,0.598,111.5,113.7,13,99.0,8158
2023-24,1610612757,Portland Trail Blazers,82,21,61,0.256,114.5,116.6,23,97.88,8103
2023-24,1610612758,Sacramento Kings,82,46,36,0.561,112.9,114.4,14,99.46,8226
2023-24,1610612759,San Antonio Spurs,82,22,60,0.268,113.8,115.6,21,101.8,8413
2023-24,1610612761,Toronto Raptors,82,25,57,0.305,115.8,118.1,26,99.91,8241
2023-24,1610612762,Utah Jazz,82,31,51,0.378,117.7,119.6,30,100.26,8281
2023-24,1610612764,Washington Wizards,82,15,67,0.183,116.8,118.9,28,103.07,8461
2024-25,1610612737,Atlanta Hawks,82,40,42,0.488,112.6,114.8,18,103.41,8521
2024-25,1610612738,Boston Celtics,82,61,21,0.744,108.0,110.1,4,96.59,7979
2024-25,1610612751,Brooklyn Nets,82,26,56,0.317,112.8,115.4,23,96.73,7970
2024-25,1610612766,Charlotte Hornets,82,19,63,0.232,113.8,115.7,24,98.22,8079
2024-25,1610612741,Chicago Bulls,82,39,43,0.476,112.5,114.8,19,103.61,8532
2024-25,1610612739,Cleveland Cavaliers,82,64,18,0.78,109.0,111.8,8,100.31,8267
2024-25,1610612742,Dallas Mavericks,82,39,43,0.476,113.0,115.0,20,100.15,8238
2024-25,1610612743,Denver Nuggets,82,50,32,0.61,113.1,115.1,21,100.67,8328
2024-25,1610612765,Detroit Pistons,82,44,38,0.537,110.1,112.5,10,100.27,8268
2024-25,1610612744,Golden State Warriors,82,48,34,0.585,108.9,111.0,7,99.37,8173
2024-25,1610612745,Houston Rockets,82,52,30,0.634,108.0,110.3,5,99.03,8159
2024-25,1610612754,Indiana Pacers,82,50,32,0.61,111.3,113.3,14,100.76,8341
2024-25,1610612746,LA Clippers,82,50,32,0.61,107.9,109.4,3,98.24,8099
2024-25,1610612747,Los Angeles Lakers,82,50,32,0.61,111.4,113.8,17,98.34,8084
2024-25,1610612763,Memphis Grizzlies,82,48,34,0.585,110.0,112.6,11,103.69,8513
2024-25,1610612748,Miami Heat,82,37,45,0.451,110.6,112.0,9,97.08,8066
2024-25,1610612749,Milwaukee Bucks,82,48,34,0.585,110.9,112.7,12,99.92,8228
2024-25,1610612750,Minnesota Timberwolves,82,49,33,0.598,108.6,110.8,6,97.95,8097
2024-25,1610612740,New Orleans Pelicans,82,21,61,0.256,116.6,119.1,29,99.77,8212
2024-25,1610612752,New York Knicks,82,51,31,0.622,111.8,113.3,13,97.64,8093
2024-25,1610612760,Oklahoma City Thunder,82,68,14,0.829,104.7,106.6,1,100.9,8286
2024-25,1610612753,Orlando Magic,82,41,41,0.5,106.8,109.1,2,96.51,7935
2024-25,1610612755,Philadelphia 76ers,82,24,58,0.293,115.2,117.3,26,98.13,8098
2024-25,1610612756,Phoenix Suns,82,36,46,0.439,116.2,117.7,27,98.31,8121
2024-25,1610612757,Portland Trail Blazers,82,36,46,0.439,111.9,113.7,16,99.51,8192
2024-25,1610612758,Sacramento Kings,82,40,42,0.488,113.5,115.3,22,98.91,8189
2024-25,1610612759,San Antonio Spurs,82,34,48,0.415,114.1,116.3,25,100.08,8231
2024-25,1610612761,Toronto Raptors,82,30,52,0.366,111.7,113.6,15,100.62,8297
2024-25,1610612762,Utah Jazz,82,17,65,0.207,117.7,119.4,30,100.85,8322
2024-25,1610612764,Washington Wizards,82,18,64,0.22,116.2,118.0,28,101.82,8371
2025-26,1610612737,Atlanta Hawks,82,46,36,0.561,111.0,112.9,10,102.5,8444
2025-26,1610612738,Boston Celtics,82,56,26,0.683,109.7,111.7,4,95.58,7850
2025-26,1610612751,Brooklyn Nets,82,20,62,0.244,116.0,118.2,25,97.6,8028
2025-26,1610612766,Charlotte Hornets,82,44,38,0.537,111.9,113.5,11,97.59,8033
2025-26,1610612741,Chicago Bulls,82,31,51,0.378,115.1,117.4,22,103.22,8506
2025-26,1610612739,Cleveland Cavaliers,82,52,30,0.634,111.9,114.1,15,100.7,8286
2025-26,1610612742,Dallas Mavericks,82,26,56,0.317,113.9,115.5,19,102.62,8484
2025-26,1610612743,Denver Nuggets,82,54,28,0.659,114.7,116.0,21,99.49,8259
2025-26,1610612765,Detroit Pistons,82,60,22,0.732,106.6,108.9,2,99.88,8231
2025-26,1610612744,Golden State Warriors,82,37,45,0.451,112.6,114.4,16,100.05,8255
2025-26,1610612745,Houston Rockets,82,52,30,0.634,110.2,112.1,6,96.98,8042
2025-26,1610612754,Indiana Pacers,82,19,63,0.232,115.7,117.9,24,101.78,8377
2025-26,1610612746,LA Clippers,82,42,40,0.512,112.8,115.2,18,97.29,8019
2025-26,1610612747,Los Angeles Lakers,82,53,29,0.646,113.3,115.5,20,99.22,8156
2025-26,1610612763,Memphis Grizzlies,82,25,57,0.305,115.8,118.4,27,101.69,8365
2025-26,1610612748,Miami Heat,82,43,39,0.524,111.5,113.6,14,104.22,8561
2025-26,1610612749,Milwaukee Bucks,82,32,50,0.39,116.4,118.3,26,98.33,8087
2025-26,1610612750,Minnesota Timberwolves,82,49,33,0.598,110.2,112.5,8,101.5,8372
2025-26,1610612740,New Orleans Pelicans,82,26,56,0.317,115.5,117.6,23,101.37,8363
2025-26,1610612752,New York Knicks,82,53,29,0.646,110.2,112.3,7,97.71,8046
2025-26,1610612760,Oklahoma City Thunder,82,64,18,0.78,104.8,106.5,1,100.37,8301
2025-26,1610612753,Orlando Magic,82,45,37,0.549,111.6,113.6,13,100.56,8310
2025-26,1610612755,Philadelphia 76ers,82,45,37,0.549,112.0,114.4,17,100.39,8314
2025-26,1610612756,Phoenix Suns,82,45,37,0.549,110.7,112.9,9,98.14,8083
2025-26,1610612757,Portland Trail Blazers,82,42,40,0.512,111.7,113.5,12,101.63,8370
2025-26,1610612758,Sacramento Kings,82,22,60,0.268,118.0,120.3,28,100.12,8233
2025-26,1610612759,San Antonio Spurs,82,62,20,0.756,108.5,110.4,3,100.72,8275
2025-26,1610612761,Toronto Raptors,82,46,36,0.561,110.0,112.1,5,99.22,8177
2025-26,1610612762,Utah Jazz,82,22,60,0.268,119.3,120.8,29,103.54,8558
2025-26,1610612764,Washington Wizards,82,17,65,0.207,119.6,121.5,30,102.49,8442
